longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
-122.27,37.86,52.0,1088.0,305.0,486.0,267.0,2.6071,NEAR BAY,4.074906367041199,0.2803308823529412,1.8202247191011236,250000.0
-120.5,37.37,18.0,8606.0,1678.0,5303.0,1644.0,2.4012,INLAND,5.234793187347932,0.1949802463397629,3.225669099756691,79700.0
-117.19,33.69,3.0,6484.0,1037.0,3295.0,1074.0,4.5881,<1H OCEAN,6.037243947858473,0.1599321406539173,3.0679702048417132,136400.0
-118.42,34.04,51.0,1975.0,348.0,771.0,357.0,6.626,<1H OCEAN,5.5322128851540615,0.1762025316455696,2.1596638655462184,500001.0
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,NEAR OCEAN,3.706056129985229,0.274212833798326,4.621861152141802,146100.0
-121.88,37.31,28.0,3085.0,552.0,1277.0,512.0,4.5795,<1H OCEAN,6.025390625,0.1789303079416531,2.494140625,262800.0
-121.88,36.98,21.0,4117.0,752.0,2001.0,763.0,4.8953,NEAR OCEAN,5.395806028833552,0.182657274714598,2.622542595019659,289500.0
-118.09,33.8,36.0,1724.0,322.0,838.0,328.0,4.4831,<1H OCEAN,5.2560975609756095,0.1867749419953596,2.5548780487804876,253900.0
-123.04,38.49,30.0,3977.0,930.0,1387.0,582.0,2.6161,NEAR OCEAN,6.833333333333333,0.233844606487302,2.3831615120274914,132500.0
-117.07,32.76,42.0,1827.0,378.0,880.0,380.0,2.5125,NEAR OCEAN,4.807894736842106,0.2068965517241379,2.3157894736842106,176600.0
-117.31,34.13,36.0,1076.0,283.0,773.0,224.0,2.6307,INLAND,4.803571428571429,0.2630111524163568,3.450892857142857,66400.0
-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,NEAR BAY,5.2063615205585725,0.2047384890478319,2.6283941039565555,208900.0
-122.2,37.47,37.0,1053.0,266.0,939.0,267.0,3.1989,NEAR BAY,3.943820224719101,0.2526115859449193,3.5168539325842696,320800.0
-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,INLAND,5.86,0.1897610921501706,2.98,93800.0
-121.88,36.58,29.0,4910.0,871.0,3438.0,904.0,4.0432,NEAR OCEAN,5.43141592920354,0.1773930753564155,3.8030973451327434,450000.0
-117.31,34.53,26.0,2299.0,496.0,1259.0,441.0,2.6125,INLAND,5.213151927437642,0.2157459765115267,2.854875283446712,79900.0
-118.03,34.13,33.0,2352.0,373.0,995.0,359.0,4.9583,INLAND,6.551532033426184,0.1585884353741496,2.7715877437325904,445700.0
-121.26,38.69,17.0,3917.0,638.0,1809.0,564.0,5.2586,INLAND,6.945035460992908,0.1628797549144753,3.2074468085106385,137000.0
-118.1,34.1,29.0,1937.0,448.0,1352.0,433.0,3.81,<1H OCEAN,4.4734411085450345,0.2312854930304594,3.1224018475750577,234600.0
-122.42,37.76,52.0,3587.0,1030.0,2259.0,979.0,2.5403,NEAR BAY,3.66394279877426,0.2871480345692779,2.307456588355465,250000.0
-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,<1H OCEAN,4.571428571428571,0.2130681818181818,2.445887445887446,230000.0
-118.4,33.89,36.0,2127.0,314.0,807.0,306.0,8.1596,<1H OCEAN,6.950980392156863,0.1476257639868359,2.6372549019607843,500001.0
-117.06,32.66,24.0,2587.0,491.0,1617.0,458.0,3.5066,NEAR OCEAN,5.648471615720524,0.1897951294936219,3.53056768558952,133400.0
-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN,8.23963133640553,0.1135346756152125,3.1152073732718892,454300.0
-117.1,32.75,17.0,871.0,379.0,955.0,351.0,1.4375,NEAR OCEAN,2.4814814814814814,0.4351320321469575,2.7207977207977208,96400.0
-118.33,33.87,36.0,2219.0,406.0,1219.0,403.0,4.2614,<1H OCEAN,5.506203473945409,0.1829652996845426,3.0248138957816377,267100.0
-121.96,37.36,33.0,2581.0,623.0,1598.0,628.0,3.5199,<1H OCEAN,4.109872611464968,0.2413793103448276,2.5445859872611467,261400.0
-117.98,34.08,17.0,3640.0,830.0,3537.0,807.0,3.4784,INLAND,4.510532837670384,0.228021978021978,4.382899628252788,152200.0
-122.57,39.9,15.0,3873.0,810.0,1697.0,627.0,2.4555,INLAND,6.177033492822966,0.209140201394268,2.7065390749601277,55600.0
-117.38,33.14,14.0,5039.0,1373.0,1298.0,696.0,3.209,NEAR OCEAN,7.239942528735632,0.2724746973605874,1.8649425287356323,313300.0
-121.7,38.6,16.0,2372.0,588.0,1400.0,583.0,2.8922,INLAND,4.068610634648371,0.2478920741989882,2.4013722126929675,153600.0
-121.01,37.65,52.0,178.0,53.0,152.0,62.0,0.4999,INLAND,2.870967741935484,0.297752808988764,2.4516129032258065,82500.0
-121.77,37.24,12.0,10236.0,1878.0,5674.0,1816.0,4.747,<1H OCEAN,5.636563876651983,0.1834701055099648,3.1244493392070485,261100.0
-118.15,34.08,44.0,1053.0,251.0,941.0,256.0,3.125,<1H OCEAN,4.11328125,0.238366571699905,3.67578125,205600.0
-122.34,41.06,33.0,2149.0,498.0,631.0,273.0,1.8816,INLAND,7.871794871794871,0.2317356910190786,2.311355311355311,65800.0
-122.11,37.66,35.0,2843.0,652.0,1726.0,643.0,3.09,NEAR BAY,4.421461897356143,0.2293352092859655,2.684292379471229,174100.0
-117.86,33.71,21.0,1795.0,406.0,2246.0,400.0,3.152,<1H OCEAN,4.4875,0.226183844011142,5.615,152800.0
-122.13,40.01,21.0,916.0,194.0,451.0,178.0,2.125,INLAND,5.146067415730337,0.2117903930131004,2.533707865168539,63300.0
-118.3,34.05,34.0,1453.0,588.0,1987.0,589.0,2.096,<1H OCEAN,2.466893039049236,0.4046799724707501,3.3735144312393888,187500.0
-120.65,35.48,19.0,2310.0,471.0,1341.0,441.0,3.225,<1H OCEAN,5.238095238095238,0.2038961038961039,3.0408163265306123,166900.0
-122.08,37.63,31.0,767.0,171.0,548.0,185.0,3.7614,NEAR BAY,4.145945945945946,0.2229465449804432,2.962162162162162,176000.0
-118.42,34.16,28.0,4664.0,1040.0,1963.0,961.0,3.9028,<1H OCEAN,4.853277835587929,0.2229845626072041,2.0426638917793967,367900.0
-118.15,34.2,37.0,1997.0,361.0,1037.0,363.0,3.7932,INLAND,5.50137741046832,0.1807711567351026,2.8567493112947657,210300.0
-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25,<1H OCEAN,5.736979166666667,0.1983658647299137,2.3411458333333335,486900.0
-121.99,37.31,26.0,3285.0,502.0,1443.0,530.0,5.7833,<1H OCEAN,6.19811320754717,0.1528158295281583,2.7226415094339624,339600.0
-118.28,33.92,37.0,1761.0,409.0,1309.0,357.0,2.1875,<1H OCEAN,4.932773109243698,0.2322544009085746,3.6666666666666665,175900.0
-118.28,34.76,19.0,3430.0,601.0,1817.0,571.0,4.7875,INLAND,6.007005253940456,0.1752186588921283,3.182136602451839,163600.0
-117.21,33.17,16.0,1787.0,361.0,1446.0,362.0,3.75,<1H OCEAN,4.93646408839779,0.2020145495243424,3.994475138121547,163800.0
-116.48,33.94,10.0,3254.0,913.0,923.0,486.0,1.8,INLAND,6.695473251028806,0.2805777504609711,1.8991769547325104,81000.0
-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,<1H OCEAN,2.778265642151482,0.4059660213354405,2.4879253567508233,166700.0
-121.39,38.62,27.0,5693.0,1487.0,2334.0,1387.0,2.2844,INLAND,4.104542177361211,0.2611979624099771,1.6827685652487383,170500.0
-117.8,34.11,25.0,5039.0,821.0,2654.0,802.0,4.7969,INLAND,6.283042394014963,0.1629291526096447,3.309226932668329,211700.0
-118.14,34.05,39.0,1880.0,367.0,954.0,349.0,3.875,<1H OCEAN,5.386819484240688,0.1952127659574468,2.7335243553008595,236400.0
-122.22,37.82,39.0,2492.0,310.0,808.0,315.0,11.8603,NEAR BAY,7.911111111111111,0.124398073836276,2.5650793650793653,500001.0
-117.95,33.99,15.0,3978.0,692.0,2418.0,665.0,5.0142,<1H OCEAN,5.981954887218045,0.1739567621920563,3.6360902255639096,269900.0
-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,INLAND,3.6583990980834273,0.2955315870570107,3.9774520856820743,156300.0
-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,INLAND,6.855614973262032,0.1474258970358814,2.304812834224599,470800.0
-117.05,32.59,16.0,4683.0,929.0,3073.0,865.0,3.0495,NEAR OCEAN,5.413872832369942,0.19837710869101,3.552601156069364,98300.0
-118.29,33.74,52.0,1438.0,472.0,1018.0,399.0,2.2188,NEAR OCEAN,3.604010025062657,0.3282336578581363,2.5513784461152884,306700.0
-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,<1H OCEAN,8.5625,0.1126173096976016,2.8214285714285716,500001.0
-117.33,33.97,8.0,152.0,19.0,1275.0,20.0,1.625,INLAND,7.6,0.125,63.75,162500.0
-117.07,32.67,28.0,2758.0,623.0,2179.0,631.0,2.3814,NEAR OCEAN,4.370839936608558,0.2258883248730964,3.4532488114104596,112300.0
-117.8,33.69,16.0,2745.0,447.0,1429.0,411.0,6.8219,<1H OCEAN,6.678832116788321,0.1628415300546448,3.4768856447688563,325500.0
-120.44,34.94,24.0,2481.0,476.0,1101.0,474.0,3.1576,<1H OCEAN,5.234177215189874,0.1918581217251108,2.3227848101265822,147200.0
-117.94,34.03,35.0,1375.0,249.0,1015.0,239.0,4.0521,<1H OCEAN,5.753138075313808,0.181090909090909,4.2468619246861925,151800.0
-124.35,40.54,52.0,1820.0,300.0,806.0,270.0,3.0147,NEAR OCEAN,6.7407407407407405,0.1648351648351648,2.9851851851851854,94600.0
-118.4,33.97,44.0,2825.0,453.0,1221.0,461.0,5.9544,<1H OCEAN,6.127982646420825,0.1603539823008849,2.648590021691974,377200.0
-117.8,34.06,34.0,1081.0,205.0,1325.0,252.0,3.6298,INLAND,4.28968253968254,0.1896392229417206,5.257936507936508,108500.0
-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,<1H OCEAN,6.60625,0.1499526963103122,2.753125,241400.0
-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,INLAND,3.687218045112782,0.2854812398042414,4.5548872180451125,110700.0
-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,INLAND,6.140900195694717,0.1669853409815168,2.4951076320939336,164500.0
-117.07,32.71,36.0,2448.0,475.0,1268.0,450.0,2.5682,NEAR OCEAN,5.44,0.1940359477124183,2.8177777777777777,109100.0
-121.16,41.78,42.0,2918.0,576.0,1182.0,440.0,2.1434,INLAND,6.631818181818182,0.1973954763536669,2.6863636363636365,44000.0
-117.55,33.93,25.0,5187.0,934.0,2725.0,860.0,4.1865,INLAND,6.03139534883721,0.1800655484866011,3.1686046511627906,154300.0
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,NEAR BAY,3.209183673469388,0.2988871224165342,3.7857142857142856,125000.0
-118.35,34.04,41.0,1617.0,423.0,1110.0,375.0,2.4635,<1H OCEAN,4.312,0.261595547309833,2.96,169400.0
-119.81,36.8,38.0,2252.0,325.0,777.0,314.0,6.1575,INLAND,7.171974522292993,0.1443161634103019,2.4745222929936306,160100.0
-121.82,37.38,32.0,3747.0,665.0,1687.0,649.0,5.4949,<1H OCEAN,5.773497688751927,0.1774753135842006,2.5993836671802772,330800.0
-122.18,37.77,52.0,1748.0,362.0,1029.0,366.0,2.0556,NEAR BAY,4.775956284153006,0.2070938215102974,2.8114754098360657,100000.0
-119.05,34.19,39.0,143.0,36.0,113.0,33.0,2.8942,NEAR OCEAN,4.333333333333333,0.2517482517482518,3.4242424242424243,275000.0
-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6.8279,<1H OCEAN,8.78297161936561,0.1450294620794525,2.4373956594323873,279000.0
-117.94,33.8,28.0,2914.0,489.0,1500.0,499.0,4.9429,<1H OCEAN,5.839679358717435,0.1678105696636925,3.006012024048096,254800.0
-118.17,33.96,29.0,2913.0,787.0,3803.0,740.0,2.5556,<1H OCEAN,3.936486486486487,0.2701682114658428,5.139189189189189,146500.0
-121.7,38.1,19.0,4896.0,1083.0,2150.0,905.0,3.3398,INLAND,5.409944751381215,0.2212009803921568,2.3756906077348066,89700.0
-121.14,40.29,17.0,1944.0,394.0,384.0,172.0,1.6875,INLAND,11.30232558139535,0.2026748971193415,2.2325581395348837,111500.0
-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,<1H OCEAN,5.711811023622047,0.1836228287841191,2.411023622047244,345900.0
-122.37,40.54,28.0,2213.0,390.0,1096.0,378.0,3.6923,INLAND,5.854497354497354,0.1762313601446,2.8994708994708995,86900.0
-122.17,37.76,40.0,1685.0,343.0,949.0,342.0,1.8426,NEAR BAY,4.926900584795321,0.2035608308605341,2.7748538011695905,94800.0
-117.39,33.69,5.0,6529.0,997.0,3464.0,1006.0,5.3275,<1H OCEAN,6.490059642147117,0.1527033236330219,3.4433399602385686,168700.0
-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,NEAR BAY,4.165394402035624,0.2828344532681734,3.926208651399491,119100.0
-121.59,39.78,16.0,2754.0,570.0,1063.0,543.0,1.4048,INLAND,5.071823204419889,0.2069716775599128,1.9576427255985267,86500.0
-118.12,33.81,36.0,1665.0,291.0,721.0,294.0,4.6875,<1H OCEAN,5.663265306122449,0.1747747747747747,2.4523809523809526,250700.0
-118.94,35.4,14.0,5548.0,941.0,2815.0,935.0,4.2214,INLAND,5.933689839572192,0.1696106705118961,3.0106951871657754,104600.0
-120.1,39.2,20.0,1703.0,294.0,409.0,174.0,3.087,INLAND,9.78735632183908,0.1726365237815619,2.3505747126436782,196900.0
-118.85,34.04,21.0,3837.0,578.0,1509.0,509.0,8.4476,NEAR OCEAN,7.538310412573674,0.1506385196768308,2.9646365422396856,500001.0
-122.03,37.33,23.0,4221.0,671.0,1782.0,641.0,7.4863,<1H OCEAN,6.585023400936038,0.1589670694148306,2.78003120124805,412300.0
-117.31,34.15,7.0,5747.0,1307.0,2578.0,1147.0,3.3281,INLAND,5.010462074978204,0.2274230033060727,2.2476024411508284,122200.0
-121.94,38.35,8.0,3157.0,559.0,1758.0,569.0,4.412,INLAND,5.548330404217926,0.1770668356034209,3.0896309314586996,140100.0
-118.02,33.8,16.0,2956.0,393.0,1379.0,429.0,8.4952,<1H OCEAN,6.89044289044289,0.1329499323410013,3.2144522144522143,359600.0
-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,<1H OCEAN,5.822368421052632,0.1672316384180791,3.085526315789474,238000.0
-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,<1H OCEAN,2.2246376811594204,0.4523615635179153,3.7472826086956523,187500.0
-116.97,32.78,35.0,1113.0,236.0,681.0,246.0,2.9784,<1H OCEAN,4.524390243902439,0.2120395327942497,2.768292682926829,136400.0
-117.81,33.87,19.0,4491.0,680.0,2457.0,702.0,6.0591,<1H OCEAN,6.397435897435898,0.1514139389890892,3.5,233500.0
-118.3,33.99,47.0,2637.0,588.0,1903.0,521.0,1.8317,<1H OCEAN,5.061420345489443,0.2229806598407281,3.652591170825336,96500.0
-122.24,37.76,52.0,2504.0,516.0,979.0,472.0,3.4762,NEAR BAY,5.305084745762712,0.2060702875399361,2.0741525423728815,244000.0
-119.92,36.77,18.0,1422.0,243.0,702.0,230.0,3.6204,INLAND,6.182608695652174,0.170886075949367,3.0521739130434784,119800.0
-118.02,34.02,21.0,5992.0,986.0,2647.0,969.0,5.2405,<1H OCEAN,6.1836945304437565,0.1645527369826435,2.731682146542828,302400.0
-117.85,33.84,17.0,2830.0,502.0,1370.0,459.0,5.1785,<1H OCEAN,6.16557734204793,0.1773851590106007,2.9847494553376905,247300.0
-119.57,36.1,37.0,1676.0,316.0,707.0,274.0,2.0595,INLAND,6.116788321167883,0.18854415274463,2.5802919708029197,60700.0
-118.14,34.05,25.0,5478.0,1136.0,3062.0,1096.0,3.4118,<1H OCEAN,4.998175182481752,0.2073749543629061,2.7937956204379564,341100.0
-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,<1H OCEAN,8.606299212598426,0.1274778896004879,3.2073490813648293,356000.0
-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,<1H OCEAN,2.500408830744072,0.3973185088293002,3.23221586263287,218800.0
-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,INLAND,5.133333333333334,0.1558441558441558,4.266666666666667,187500.0
-120.49,37.3,35.0,1313.0,324.0,1350.0,343.0,1.75,INLAND,3.82798833819242,0.2467631378522467,3.935860058309038,57600.0
-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,INLAND,6.794223826714801,0.2199787460148778,2.4296028880866425,141900.0
-118.35,33.8,32.0,1434.0,296.0,672.0,285.0,4.875,<1H OCEAN,5.031578947368421,0.206415620641562,2.357894736842105,311700.0
-121.98,37.33,35.0,1907.0,326.0,912.0,313.0,5.9567,<1H OCEAN,6.092651757188499,0.1709491347666492,2.913738019169329,294300.0
-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,2.4196,NEAR BAY,3.936619718309859,0.2495527728085867,1.8098591549295775,346200.0
-123.73,39.17,20.0,4620.0,1042.0,1745.0,794.0,2.375,NEAR OCEAN,5.818639798488665,0.2255411255411255,2.197732997481108,158800.0
-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,5.937673130193906,0.1736645672964777,2.943213296398892,103400.0
-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,<1H OCEAN,7.235138705416116,0.1520905605258353,2.542932628797886,500001.0
-117.61,34.08,12.0,4427.0,,2400.0,843.0,4.7147,INLAND,5.251482799525504,,2.8469750889679717,158700.0
-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,INLAND,5.390029325513196,0.1896082698585419,3.8900293255131966,92400.0
-118.07,34.1,32.0,4275.0,,2812.0,1012.0,3.3512,<1H OCEAN,4.224308300395257,,2.7786561264822134,214100.0
-122.11,37.41,33.0,1641.0,284.0,659.0,282.0,6.0884,NEAR BAY,5.819148936170213,0.1730652041438147,2.3368794326241136,432900.0
-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049,<1H OCEAN,5.366355140186916,0.2023685127133403,2.5233644859813085,227500.0
-117.28,33.89,33.0,6982.0,1371.0,5650.0,1195.0,2.5379,INLAND,5.842677824267782,0.1963620739043254,4.7280334728033475,152700.0
-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,NEAR OCEAN,6.594989561586639,0.1949984172206394,2.8037578288100207,73200.0
-122.26,37.5,24.0,2307.0,510.0,842.0,507.0,3.6111,NEAR OCEAN,4.550295857988166,0.2210663198959687,1.660749506903353,341500.0
-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,<1H OCEAN,5.620087336244541,0.181041181041181,3.4017467248908297,175800.0
-122.79,39.02,23.0,642.0,203.0,265.0,84.0,1.8833,INLAND,7.642857142857143,0.3161993769470405,3.1547619047619047,96900.0
-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,INLAND,5.911575562700965,0.1705194451998912,2.860128617363344,426500.0
-118.29,33.97,48.0,3139.0,587.0,1319.0,506.0,3.5208,<1H OCEAN,6.203557312252965,0.1870022300095571,2.6067193675889326,134200.0
-121.89,37.66,3.0,1565.0,464.0,769.0,461.0,2.1187,INLAND,3.3947939262472886,0.2964856230031948,1.668112798264642,231300.0
-122.44,37.78,16.0,883.0,236.0,601.0,219.0,2.151,NEAR BAY,4.031963470319635,0.2672706681766704,2.7442922374429224,146900.0
-119.76,36.8,29.0,3494.0,662.0,1781.0,616.0,2.5893,INLAND,5.672077922077922,0.1894676588437321,2.8912337662337664,70900.0
-117.76,33.54,28.0,2250.0,329.0,826.0,323.0,6.9257,<1H OCEAN,6.96594427244582,0.1462222222222222,2.557275541795666,466400.0
-122.09,37.7,31.0,2053.0,336.0,867.0,329.0,4.3375,NEAR BAY,6.240121580547113,0.1636629322942036,2.635258358662614,241800.0
-121.75,38.55,33.0,2479.0,382.0,979.0,377.0,4.7308,INLAND,6.575596816976128,0.154094392900363,2.5968169761273208,236200.0
-122.11,39.82,27.0,1065.0,214.0,508.0,198.0,2.625,INLAND,5.378787878787879,0.2009389671361502,2.5656565656565657,91700.0
-117.77,33.55,28.0,2024.0,297.0,617.0,274.0,6.7861,<1H OCEAN,7.386861313868613,0.1467391304347826,2.2518248175182483,499100.0
-118.22,33.97,47.0,1147.0,297.0,1097.0,307.0,2.6384,<1H OCEAN,3.736156351791531,0.2589363557105492,3.57328990228013,162900.0
-119.11,36.29,18.0,1666.0,294.0,859.0,301.0,2.6065,INLAND,5.534883720930233,0.1764705882352941,2.8538205980066444,93800.0
-119.08,36.21,20.0,1911.0,389.0,1241.0,348.0,2.5156,INLAND,5.491379310344827,0.2035583464154892,3.5660919540229883,59300.0
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,INLAND,3.8929577464788734,0.2366136034732272,4.138028169014085,46500.0
-117.95,33.83,36.0,1380.0,237.0,690.0,234.0,3.8214,<1H OCEAN,5.897435897435898,0.1717391304347826,2.948717948717949,210900.0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,NEAR BAY,7.530805687203792,0.1403398363750786,2.5687203791469195,351200.0
-121.96,37.31,31.0,3890.0,711.0,1898.0,717.0,5.2534,<1H OCEAN,5.425383542538354,0.1827763496143959,2.6471408647140864,290900.0
-124.18,40.78,34.0,1592.0,364.0,950.0,317.0,2.1607,NEAR OCEAN,5.022082018927445,0.228643216080402,2.996845425867508,67000.0
-118.4,33.99,36.0,1225.0,213.0,591.0,227.0,5.4663,<1H OCEAN,5.39647577092511,0.1738775510204081,2.60352422907489,326700.0
-122.18,37.89,18.0,4845.0,735.0,1634.0,734.0,8.1489,NEAR BAY,6.600817438692098,0.1517027863777089,2.226158038147139,499000.0
-122.06,37.67,22.0,3882.0,816.0,1830.0,743.0,4.2733,NEAR BAY,5.224764468371467,0.2102009273570324,2.4629878869448185,180700.0
-122.12,37.91,34.0,5683.0,755.0,1962.0,723.0,8.3678,NEAR BAY,7.860304287690179,0.1328523667077248,2.7136929460580914,455300.0
-122.44,37.73,52.0,866.0,205.0,587.0,171.0,5.0224,NEAR BAY,5.064327485380117,0.2367205542725173,3.4327485380116958,261900.0
-118.17,34.07,19.0,2150.0,544.0,1510.0,467.0,3.4952,<1H OCEAN,4.603854389721628,0.2530232558139534,3.233404710920771,150000.0
-120.5,38.87,10.0,81.0,41.0,55.0,16.0,4.9583,INLAND,5.0625,0.5061728395061729,3.4375,87500.0
-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,NEAR OCEAN,4.756916996047431,0.2447029497299543,3.144268774703557,148100.0
-120.45,37.79,8.0,2687.0,495.0,5087.0,385.0,3.1719,INLAND,6.979220779220779,0.1842203200595459,13.212987012987012,115400.0
-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,<1H OCEAN,5.593189964157706,0.2015379685998077,1.9811827956989247,281600.0
-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,<1H OCEAN,5.220843672456576,0.1844106463878327,2.8213399503722085,238000.0
-121.81,37.28,17.0,2277.0,428.0,1887.0,422.0,5.7078,<1H OCEAN,5.395734597156398,0.1879666227492314,4.471563981042654,217000.0
-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,INLAND,7.383620689655173,0.1436077057793345,3.3017241379310347,127200.0
-121.3,38.03,11.0,2866.0,654.0,1404.0,525.0,2.505,INLAND,5.459047619047619,0.2281926029309141,2.6742857142857144,95000.0
-124.14,40.8,32.0,1373.0,312.0,872.0,306.0,2.5,NEAR OCEAN,4.4869281045751634,0.2272396212672978,2.849673202614379,72600.0
-122.31,40.45,10.0,1187.0,236.0,728.0,248.0,2.0469,INLAND,4.786290322580645,0.1988205560235889,2.935483870967742,66800.0
-121.78,37.34,11.0,3195.0,410.0,1774.0,418.0,7.0671,<1H OCEAN,7.643540669856459,0.1283255086071987,4.244019138755981,378200.0
-118.1,33.97,20.0,1878.0,548.0,1461.0,516.0,2.9821,<1H OCEAN,3.63953488372093,0.2917997870074547,2.8313953488372094,142500.0
-117.31,34.09,34.0,1336.0,345.0,1009.0,311.0,1.608,INLAND,4.295819935691318,0.2582335329341317,3.2443729903536975,73700.0
-119.06,36.09,11.0,2572.0,454.0,1402.0,415.0,3.6786,INLAND,6.197590361445784,0.1765163297045101,3.378313253012048,72900.0
-119.27,34.29,32.0,2274.0,406.0,982.0,393.0,5.3254,NEAR OCEAN,5.786259541984733,0.1785400175901495,2.4987277353689565,385200.0
-122.91,39.05,20.0,1128.0,229.0,621.0,210.0,3.2216,INLAND,5.371428571428571,0.2030141843971631,2.9571428571428573,93500.0
-119.78,36.75,35.0,2114.0,506.0,2050.0,474.0,1.2375,INLAND,4.459915611814346,0.2393566698202459,4.324894514767933,50000.0
-118.43,34.17,35.0,2922.0,507.0,1130.0,485.0,5.451,<1H OCEAN,6.024742268041237,0.1735112936344969,2.329896907216495,341800.0
-119.72,34.47,34.0,3262.0,533.0,1265.0,502.0,5.8411,<1H OCEAN,6.49800796812749,0.1633966891477621,2.5199203187250996,381800.0
-117.82,33.9,25.0,1137.0,170.0,524.0,164.0,7.5744,<1H OCEAN,6.932926829268292,0.1495162708883025,3.1951219512195124,259300.0
-118.09,33.91,34.0,1582.0,343.0,1356.0,324.0,3.4211,<1H OCEAN,4.882716049382716,0.2168141592920354,4.185185185185185,141100.0
-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,INLAND,7.237569060773481,0.1511450381679389,3.657458563535912,214600.0
-121.89,37.39,2.0,1136.0,365.0,535.0,257.0,4.375,<1H OCEAN,4.42023346303502,0.3213028169014084,2.0817120622568095,425000.0
-121.04,38.95,22.0,1931.0,445.0,1009.0,407.0,2.75,INLAND,4.744471744471745,0.23045054375971,2.479115479115479,153200.0
-120.85,37.77,35.0,404.0,96.0,261.0,100.0,2.4583,INLAND,4.04,0.2376237623762376,2.61,75000.0
-118.42,34.3,29.0,3334.0,712.0,2919.0,718.0,3.6548,<1H OCEAN,4.643454038997215,0.2135572885422915,4.0654596100278555,180300.0
-117.2,34.14,14.0,2647.0,524.0,989.0,479.0,3.1513,INLAND,5.526096033402923,0.1979599546656592,2.0647181628392484,160000.0
-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,<1H OCEAN,5.41222366710013,0.1910139356078808,1.9031209362808843,351700.0
-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,INLAND,5.398239823982398,0.219074791114734,2.2156215621562154,111900.0
-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756,<1H OCEAN,3.335664335664336,0.3305380852550664,3.351981351981352,221400.0
-122.38,40.09,16.0,2077.0,388.0,1155.0,389.0,3.1361,INLAND,5.339331619537275,0.1868078960038517,2.969151670951157,84800.0
-117.58,33.87,30.0,701.0,131.0,356.0,125.0,3.2917,INLAND,5.608,0.1868758915834522,2.848,144300.0
-118.4,34.21,30.0,2453.0,544.0,1753.0,506.0,2.9803,<1H OCEAN,4.8478260869565215,0.2217692621280065,3.464426877470356,191500.0
-122.01,37.36,25.0,2796.0,429.0,1267.0,426.0,6.6329,<1H OCEAN,6.563380281690141,0.1534334763948497,2.9741784037558685,349000.0
-118.15,34.02,43.0,2172.0,605.0,2386.0,597.0,2.8239,<1H OCEAN,3.6381909547738696,0.2785451197053407,3.996649916247906,150600.0
